workerid,rt,trial_type,actual_utterance,name,refexp,gender,num_objects,object,effect,actual_cause,object_level,targetpos,stimtype,slider_id,quantifier,actual_effect_question,cause,response,other_gender,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
37,12839,cause_effect_prior,"""Some of the balloons sank.""",Samantha,NA,F,15,balloons,sank,Samantha threw  15 balloons  into a pool.,object_low,NA,NA,lower_half,Some,How many balloons sank?,threw __ into a pool,0.77,F,18,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,12839,cause_effect_prior,"""Some of the balloons sank.""",Samantha,NA,F,15,balloons,sank,Samantha threw  15 balloons  into a pool.,object_low,NA,NA,upper_half,Some,How many balloons sank?,threw __ into a pool,0.77,F,18,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,12839,cause_effect_prior,"""Some of the balloons sank.""",Samantha,NA,F,15,balloons,sank,Samantha threw  15 balloons  into a pool.,object_low,NA,NA,all,Some,How many balloons sank?,threw __ into a pool,0,F,18,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,23407,cause_effect_prior,"""Some of the ice cubes melted.""",Emily,NA,F,15,ice cubes,melted,Emily left  15 ice cubes  in the hot sun.,object_high,NA,NA,none,Some,How many ice cubes melted?,left __ in the hot sun,0,F,19,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,23407,cause_effect_prior,"""Some of the ice cubes melted.""",Emily,NA,F,15,ice cubes,melted,Emily left  15 ice cubes  in the hot sun.,object_high,NA,NA,lower_half,Some,How many ice cubes melted?,left __ in the hot sun,0.82,F,19,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,23407,cause_effect_prior,"""Some of the ice cubes melted.""",Emily,NA,F,15,ice cubes,melted,Emily left  15 ice cubes  in the hot sun.,object_high,NA,NA,upper_half,Some,How many ice cubes melted?,left __ in the hot sun,0.82,F,19,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,23408,cause_effect_prior,"""Some of the ice cubes melted.""",Emily,NA,F,15,ice cubes,melted,Emily left  15 ice cubes  in the hot sun.,object_high,NA,NA,all,Some,How many ice cubes melted?,left __ in the hot sun,0,F,19,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,12881,cause_effect_prior,"""Some of the candles exploded.""",Margaret,NA,F,15,candles,exploded,Margaret lit  15 candles.,object_low,NA,NA,none,Some,How many candles exploded?,lit __,0,F,20,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,12881,cause_effect_prior,"""Some of the candles exploded.""",Margaret,NA,F,15,candles,exploded,Margaret lit  15 candles.,object_low,NA,NA,lower_half,Some,How many candles exploded?,lit __,0.69,F,20,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,12881,cause_effect_prior,"""Some of the candles exploded.""",Margaret,NA,F,15,candles,exploded,Margaret lit  15 candles.,object_low,NA,NA,upper_half,Some,How many candles exploded?,lit __,0.69,F,20,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,12881,cause_effect_prior,"""Some of the candles exploded.""",Margaret,NA,F,15,candles,exploded,Margaret lit  15 candles.,object_low,NA,NA,all,Some,How many candles exploded?,lit __,0,F,20,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,10749,cause_effect_prior,"""All of the coins landed flat.""",Daniel,NA,M,15,coins,landed flat,Daniel tossed  15 coins.,object_high,NA,NA,none,All,How many coins landed flat?,tossed __,0,F,21,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,10749,cause_effect_prior,"""All of the coins landed flat.""",Daniel,NA,M,15,coins,landed flat,Daniel tossed  15 coins.,object_high,NA,NA,lower_half,All,How many coins landed flat?,tossed __,0,F,21,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,10749,cause_effect_prior,"""All of the coins landed flat.""",Daniel,NA,M,15,coins,landed flat,Daniel tossed  15 coins.,object_high,NA,NA,upper_half,All,How many coins landed flat?,tossed __,0,F,21,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,10749,cause_effect_prior,"""All of the coins landed flat.""",Daniel,NA,M,15,coins,landed flat,Daniel tossed  15 coins.,object_high,NA,NA,all,All,How many coins landed flat?,tossed __,1,F,21,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,11902,cause_effect_prior,"""None of the hats blew away.""",William,NA,M,15,hats,blew away,William left  15 hats  on a table on a windy day.,object_mid,NA,NA,none,None,How many hats blew away?,left __ on a table on a windy day,1,F,22,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,11902,cause_effect_prior,"""None of the hats blew away.""",William,NA,M,15,hats,blew away,William left  15 hats  on a table on a windy day.,object_mid,NA,NA,lower_half,None,How many hats blew away?,left __ on a table on a windy day,0,F,22,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,11902,cause_effect_prior,"""None of the hats blew away.""",William,NA,M,15,hats,blew away,William left  15 hats  on a table on a windy day.,object_mid,NA,NA,upper_half,None,How many hats blew away?,left __ on a table on a windy day,0,F,22,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,11902,cause_effect_prior,"""None of the hats blew away.""",William,NA,M,15,hats,blew away,William left  15 hats  on a table on a windy day.,object_mid,NA,NA,all,None,How many hats blew away?,left __ on a table on a windy day,0,F,22,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,14333,cause_effect_prior,"""All of the shirts ripped.""",Angela,NA,F,15,shirts,ripped,Angela used  15 shirts  as dog toys.,object_mid,NA,NA,none,All,How many shirts ripped?,used __ as dog toys,0,F,23,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,14333,cause_effect_prior,"""All of the shirts ripped.""",Angela,NA,F,15,shirts,ripped,Angela used  15 shirts  as dog toys.,object_mid,NA,NA,lower_half,All,How many shirts ripped?,used __ as dog toys,0,F,23,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,14333,cause_effect_prior,"""All of the shirts ripped.""",Angela,NA,F,15,shirts,ripped,Angela used  15 shirts  as dog toys.,object_mid,NA,NA,upper_half,All,How many shirts ripped?,used __ as dog toys,0,F,23,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,14333,cause_effect_prior,"""All of the shirts ripped.""",Angela,NA,F,15,shirts,ripped,Angela used  15 shirts  as dog toys.,object_mid,NA,NA,all,All,How many shirts ripped?,used __ as dog toys,1,F,23,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,14036,cause_effect_prior,"""Some of the banana peels decomposed.""",Steven,NA,M,15,banana peels,decomposed,Steven put  15 banana peels  in a compost pile for a month.,object_high,NA,NA,none,Some,How many banana peels decomposed?,put __ in a compost pile for a month,0,F,24,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,14036,cause_effect_prior,"""Some of the banana peels decomposed.""",Steven,NA,M,15,banana peels,decomposed,Steven put  15 banana peels  in a compost pile for a month.,object_high,NA,NA,lower_half,Some,How many banana peels decomposed?,put __ in a compost pile for a month,0.85,F,24,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,14036,cause_effect_prior,"""Some of the banana peels decomposed.""",Steven,NA,M,15,banana peels,decomposed,Steven put  15 banana peels  in a compost pile for a month.,object_high,NA,NA,upper_half,Some,How many banana peels decomposed?,put __ in a compost pile for a month,0.85,F,24,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
37,14036,cause_effect_prior,"""Some of the banana peels decomposed.""",Steven,NA,M,15,banana peels,decomposed,Steven put  15 banana peels  in a compost pile for a month.,object_high,NA,NA,all,Some,How many banana peels decomposed?,put __ in a compost pile for a month,0,F,24,English,2,Male,31,"Fun, unique, and interesting.",Yes,1,Windows,720,1280,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,37WLF8U1WPPEHORSW2Y7LVLT67MK6C,37,Submitted,Tue Feb 17 23:16:11 PST 2015,Tue Feb 17 06:28:13 PST 2015,Tue Feb 17 06:36:11 PST 2015,,,,,,[],{},7.6536
