workerid,Item,response
139,broke logs,15
139,beeped houses,0
139,froze chocolate bars,15
139,ripped shoes,15
139,were green clovers,15
139,exploded eggs,6
139,landed flat notebooks,15
139,lit up computers,15
139,burnt rocks,0
139,decomposed soda cans,14
139,blew away hats,10
139,had the letter Z in them birthday cards,0
139,stopped motorcycles,0
139,ran out of batteries bike lights,15
139,melted pencils,0
139,ate the seeds dogs,1
139,rhymed poems,10
139,got stained white tablecloths,15
139,sank cups,12
140,froze berries,15
140,burnt books,15
140,reflected the sunlight diamonds,15
140,exploded fireworks,10
140,melted crayons,15
140,stuck to the wall baseballs,0
140,rolled shopping carts,12
140,honked taxi drivers,14
140,dissolved carrots,0
140,broke logs,0
140,got stained white tablecloths,15
140,were green clovers,15
140,popped balloons,15
140,stuck sequins,9
140,rhymed limericks,8
140,stopped bicycles,15
140,exploded balls of tin foil,15
140,flashed cameras,4
140,decomposed pinecones,15
140,lit up flashlights,11
140,blew away backpacks,6
140,ate the seeds butterflies,3
140,fell down card towers,14
140,sank marbles,15
140,landed flat pancakes,13
140,ripped shirts,11
140,had the letter Z in them birthday cards,1
140,beeped new cars,5
140,laughed comedians,5
140,ran out of batteries laptops,15
141,froze chocolate bars,15
141,exploded fireworks,15
141,rhymed songs,12
141,reflected the sunlight mirrors,15
141,landed flat coins,2
141,got stained white carpets,15
141,laughed comedians,8
141,stuck to the wall baseballs,15
141,fell down block towers,0
141,melted ice cubes,15
141,were green bananas,12
141,dissolved oreos,15
141,ripped shoes,8
141,ran out of batteries bike lights,11
141,burnt books,15
141,popped eggs,2
141,blew away napkins,15
141,ate the seeds butterflies,14
141,flashed webcams,15
141,lit up cd-players,1
141,had the letter Z in them love notes,15
141,decomposed soda cans,0
141,honked bicyclists,0
141,rolled shopping carts,15
141,stopped motorcycles,0
141,broke logs,0
141,exploded eggs,7
141,stuck beads,15
141,sank cups,0
141,beeped new cars,0
142,exploded gas tanks,15
142,had the letter Z in them love notes,8
142,honked taxi drivers,10
142,landed flat pancakes,15
142,ate the seeds birds,10
142,fell down shelves,9
142,decomposed banana peels,15
142,blew away hats,11
142,got stained white tablecloths,6
142,burnt matches,15
142,ran out of batteries phones,12
142,melted pencils,15
142,rhymed limericks,13
142,laughed lawyers,9
142,stopped motorcycles,15
142,froze berries,15
142,stuck to the wall pieces of gum,13
142,lit up computers,15
142,ripped shoes,12
142,were green strawberries,1
142,rolled shopping carts,15
142,broke logs,8
142,exploded balls of tin foil,15
142,popped eggs,14
142,flashed webcams,0
142,stuck beads,13
142,reflected the sunlight phone screens,12
142,dissolved carrots,0
142,sank balloons,0
142,beeped new cars,3
143,laughed kids,9
143,exploded fireworks,11
143,were green bananas,8
143,broke boxes,15
143,sank marbles,15
143,ripped shirts,12
143,rhymed songs,4
143,stopped bicycles,13
143,stuck beads,10
143,decomposed soda cans,0
143,burnt books,15
143,stuck to the wall pieces of gum,8
143,flashed cameras,7
143,blew away napkins,12
143,ate the seeds butterflies,8
143,got stained white shirts,14
143,rolled shopping carts,15
143,melted crayons,6
143,froze berries,15
143,popped bubbles,13
143,beeped houses,2
143,honked bicyclists,1
143,lit up computers,14
143,dissolved sugar cubes,15
143,fell down card towers,15
143,ran out of batteries bike lights,7
143,exploded CDs,0
143,landed flat coins,14
143,had the letter Z in them birthday cards,3
143,reflected the sunlight diamonds,12
144,popped balloons,15
144,exploded gas tanks,12
144,stopped bicycles,14
144,got stained white carpets,15
144,rhymed songs,10
144,flashed phones,7
144,laughed kids,10
144,exploded eggs,15
144,were green bananas,4
144,dissolved sugar cubes,13
144,sank marbles,15
144,stuck sequins,14
144,ripped shoes,11
144,rolled shopping carts,14
144,landed flat notebooks,15
144,beeped houses,5
144,lit up computers,13
144,blew away backpacks,6
144,burnt rocks,3
144,had the letter Z in them birthday cards,2
144,froze berries,15
144,melted pencils,3
144,ate the seeds butterflies,13
144,reflected the sunlight diamonds,15
144,stuck to the wall baseballs,0
144,honked bicyclists,5
144,broke boxes,15
144,fell down block towers,15
144,decomposed pinecones,15
144,ran out of batteries bike lights,13
145,popped bubbles,15
145,sank marbles,15
145,melted crayons,13
145,exploded fireworks,12
145,rolled shopping carts,15
145,broke sunglasses,15
145,fell down block towers,15
145,stopped cars,15
145,froze berries,15
145,ripped shirts,15
145,landed flat coins,15
145,burnt rocks,0
145,decomposed soda cans,0
145,were green clovers,15
145,honked bicyclists,0
145,exploded CDs,0
145,flashed phones,10
145,stuck to the wall cakes,0
145,got stained white carpets,15
145,dissolved sugar cubes,15
145,stuck stickers,15
145,had the letter Z in them birthday cards,1
145,ran out of batteries bike lights,15
145,laughed lawyers,13
145,rhymed songs,2
145,beeped old cars,2
145,lit up flashlights,15
145,ate the seeds butterflies,0
145,reflected the sunlight phone screens,15
145,blew away hats,8
146,melted pencils,0
146,dissolved carrots,0
146,exploded fireworks,15
146,burnt books,15
146,got stained white shirts,15
146,laughed comedians,9
146,decomposed banana peels,15
146,honked bus drivers,15
146,fell down shelves,8
146,lit up computers,15
146,ate the seeds birds,15
146,ripped shoes,15
146,stuck to the wall pieces of gum,3
146,stuck stickers,13
146,rolled toy cars,15
146,ran out of batteries laptops,14
146,were green clovers,14
146,rhymed songs,5
146,exploded CDs,0
146,broke logs,11
146,flashed phones,7
146,had the letter Z in them birthday cards,2
146,stopped motorcycles,14
146,popped eggs,15
146,reflected the sunlight phone screens,15
146,beeped old cars,0
146,landed flat coins,15
146,sank cups,0
146,blew away hats,12
146,froze chocolate bars,15
147,burnt matches,15
147,exploded candles,0
147,melted ice cubes,15
147,honked taxi drivers,9
147,popped bubbles,15
147,fell down block towers,15
147,stuck to the wall baseballs,0
147,stopped bicycles,15
147,sank marbles,15
147,had the letter Z in them birthday cards,4
147,stuck stickers,15
147,ran out of batteries laptops,15
147,broke logs,0
147,ripped books,15
147,laughed lawyers,11
147,exploded eggs,11
147,blew away backpacks,1
147,got stained white tablecloths,15
147,flashed webcams,2
147,rolled toy cars,15
147,froze bottles of hand soap,15
147,rhymed songs,13
147,decomposed pinecones,0
147,beeped old cars,0
147,landed flat notebooks,13
147,ate the seeds birds,3
147,lit up cd-players,15
147,reflected the sunlight mirrors,15
147,were green bananas,3
147,dissolved oreos,15
148,lit up cd-players,3
148,froze berries,2
148,honked bicyclists,3
148,stuck to the wall baseballs,2
148,exploded fireworks,3
148,ripped shirts,2
148,blew away backpacks,0
148,broke logs,0
148,rhymed poems,0
148,beeped new cars,8
148,landed flat coins,0
148,ate the seeds dogs,3
148,melted crayons,1
148,sank marbles,1
148,flashed phones,0
148,reflected the sunlight diamonds,0
148,fell down shelves,0
148,dissolved sugar cubes,15
148,burnt books,15
148,had the letter Z in them birthday cards,0
148,ran out of batteries phones,0
148,rolled wheelchairs,1
148,popped bubbles,15
148,decomposed soda cans,0
148,stuck beads,3
148,exploded balls of tin foil,1
148,laughed comedians,0
148,stopped motorcycles,1
148,got stained white tablecloths,1
148,were green strawberries,0
149,burnt matches,15
149,froze berries,15
149,stopped cars,15
149,laughed lawyers,9
149,rhymed songs,6
149,exploded CDs,14
149,got stained white carpets,15
149,honked bicyclists,9
149,dissolved sugar cubes,15
149,lit up cd-players,15
149,fell down block towers,13
149,were green strawberries,0
149,popped eggs,11
149,decomposed banana peels,15
149,blew away hats,7
149,had the letter Z in them birthday cards,6
149,rolled shopping carts,13
149,ran out of batteries laptops,15
149,flashed webcams,15
149,landed flat pancakes,13
149,sank marbles,15
149,broke boxes,15
149,stuck to the wall pieces of gum,5
149,ate the seeds birds,13
149,ripped shirts,14
149,reflected the sunlight phone screens,15
149,melted crayons,15
149,exploded candles,1
149,stuck beads,12
149,beeped old cars,1
150,exploded gas tanks,15
150,burnt rocks,0
150,melted pencils,0
150,decomposed soda cans,0
150,reflected the sunlight diamonds,15
150,popped eggs,0
150,rhymed limericks,15
150,stuck stickers,15
150,froze berries,15
150,got stained white carpets,15
150,dissolved oreos,15
150,stuck to the wall baseballs,0
150,ran out of batteries laptops,15
150,fell down card towers,15
150,exploded balls of tin foil,15
150,sank cups,7
150,rolled wheelchairs,15
150,broke boxes,15
150,landed flat notebooks,12
150,honked bicyclists,0
150,blew away backpacks,2
150,ripped books,15
150,beeped new cars,15
150,ate the seeds birds,15
150,were green strawberries,7
150,had the letter Z in them love notes,2
150,lit up cd-players,15
150,stopped cars,8
150,flashed cameras,15
150,laughed lawyers,8
151,melted crayons,15
151,rhymed limericks,15
151,landed flat pancakes,9
151,laughed comedians,5
151,fell down shelves,4
151,stuck stickers,15
151,ran out of batteries phones,9
151,stuck to the wall pieces of gum,2
151,popped bubbles,15
151,lit up computers,15
151,burnt books,14
151,ate the seeds dogs,0
151,rolled shopping carts,15
151,honked bus drivers,13
151,decomposed soda cans,0
151,exploded fireworks,14
151,reflected the sunlight diamonds,15
151,dissolved carrots,0
151,blew away hats,15
151,were green strawberries,3
151,flashed phones,11
151,broke logs,3
151,stopped bicycles,15
151,beeped new cars,9
151,ripped books,5
151,exploded eggs,15
151,had the letter Z in them birthday cards,2
151,sank cups,6
151,froze bottles of hand soap,0
151,got stained white shirts,15
152,sank marbles,15
152,reflected the sunlight mirrors,15
152,stuck stickers,15
152,blew away napkins,15
152,exploded gas tanks,10
152,got stained white carpets,15
152,stopped cars,15
152,popped bubbles,12
152,melted pencils,0
152,landed flat coins,15
152,rhymed limericks,15
152,dissolved sugar cubes,15
152,stuck to the wall cakes,4
152,rolled shopping carts,0
152,burnt matches,15
152,beeped houses,0
152,fell down shelves,4
152,decomposed banana peels,15
152,laughed lawyers,10
152,lit up flashlights,12
152,exploded CDs,15
152,flashed webcams,0
152,honked taxi drivers,9
152,were green strawberries,0
152,froze bottles of hand soap,15
152,ran out of batteries laptops,15
152,ripped shoes,10
152,ate the seeds dogs,15
152,broke boxes,10
152,had the letter Z in them birthday cards,0
153,blew away hats,15
153,melted ice cubes,15
153,stuck to the wall baseballs,0
153,exploded gas tanks,15
153,had the letter Z in them novels,15
153,burnt books,15
153,rhymed limericks,15
153,dissolved oreos,15
153,froze berries,15
153,decomposed soda cans,0
153,laughed kids,15
153,ripped shoes,15
153,reflected the sunlight diamonds,15
153,ate the seeds birds,15
153,stuck stickers,15
153,stopped cars,15
153,rolled wheelchairs,15
153,sank cups,11
153,honked taxi drivers,13
153,got stained white tablecloths,15
153,were green bananas,7
153,popped eggs,0
153,broke logs,4
153,flashed cameras,7
153,exploded eggs,15
153,ran out of batteries bike lights,7
153,landed flat pancakes,10
153,beeped old cars,0
153,fell down card towers,15
153,lit up flashlights,15
154,reflected the sunlight mirrors,15
154,had the letter Z in them novels,15
154,burnt matches,14
154,sank balloons,15
154,got stained white carpets,15
154,flashed cameras,13
154,exploded gas tanks,15
154,stopped bicycles,15
154,froze chocolate bars,15
154,blew away napkins,15
154,were green clovers,15
154,landed flat notebooks,12
154,stuck stickers,14
154,broke logs,8
154,decomposed pinecones,15
154,honked bicyclists,11
154,ate the seeds dogs,15
154,melted ice cubes,15
154,beeped houses,15
154,popped bubbles,14
154,dissolved oreos,15
154,lit up flashlights,15
154,fell down shelves,4
154,ran out of batteries phones,15
154,ripped books,12
154,rhymed limericks,5
154,exploded balls of tin foil,15
154,rolled toy cars,14
154,laughed comedians,14
154,stuck to the wall pieces of gum,15
155,stuck to the wall baseballs,0
155,froze chocolate bars,15
155,popped balloons,15
155,got stained white carpets,15
155,exploded candles,0
155,decomposed banana peels,15
155,melted ice cubes,15
155,stopped motorcycles,15
155,rhymed poems,12
155,burnt rocks,0
155,blew away napkins,15
155,laughed lawyers,7
155,honked bus drivers,11
155,rolled toy cars,15
155,were green strawberries,0
155,dissolved oreos,0
155,exploded balls of tin foil,15
155,flashed cameras,11
155,stuck stickers,15
155,reflected the sunlight phone screens,15
155,ate the seeds birds,15
155,broke logs,2
155,lit up cd-players,12
155,sank marbles,15
155,fell down shelves,10
155,ripped shoes,5
155,beeped houses,0
155,ran out of batteries laptops,12
155,had the letter Z in them novels,15
155,landed flat pancakes,14
156,ate the seeds dogs,15
156,melted pencils,15
156,burnt books,15
156,froze berries,15
156,stuck stickers,15
156,stuck to the wall cakes,1
156,were green clovers,15
156,ran out of batteries laptops,15
156,rhymed limericks,15
156,had the letter Z in them novels,15
156,stopped bicycles,15
156,blew away napkins,15
156,reflected the sunlight mirrors,15
156,lit up flashlights,15
156,exploded CDs,1
156,laughed comedians,13
156,exploded candles,0
156,dissolved carrots,0
156,decomposed pinecones,2
156,rolled toy cars,15
156,fell down block towers,15
156,ripped books,15
156,broke logs,12
156,honked bicyclists,1
156,beeped houses,0
156,flashed webcams,15
156,got stained white tablecloths,15
156,landed flat notebooks,11
156,sank cups,12
156,popped eggs,2
157,froze chocolate bars,15
157,fell down block towers,15
157,ran out of batteries phones,15
157,lit up computers,15
157,decomposed soda cans,15
157,sank marbles,15
157,laughed lawyers,9
157,reflected the sunlight phone screens,15
157,stuck stickers,15
157,exploded candles,8
157,ripped shoes,15
157,got stained white carpets,15
157,stuck to the wall baseballs,8
157,landed flat notebooks,9
157,rhymed limericks,9
157,had the letter Z in them love notes,5
157,rolled wheelchairs,15
157,melted ice cubes,15
157,ate the seeds dogs,10
157,burnt matches,15
157,flashed webcams,15
157,dissolved sugar cubes,15
157,were green strawberries,6
157,blew away hats,15
157,exploded CDs,15
157,broke logs,10
157,popped eggs,15
157,honked bus drivers,8
157,stopped motorcycles,15
157,beeped old cars,7
158,melted crayons,15
158,sank marbles,15
158,exploded candles,0
158,landed flat coins,15
158,rhymed limericks,15
158,were green clovers,15
158,lit up cd-players,12
158,beeped old cars,0
158,decomposed soda cans,0
158,dissolved carrots,0
158,burnt rocks,0
158,laughed lawyers,8
158,got stained white carpets,15
158,honked bus drivers,8
158,flashed webcams,15
158,stuck to the wall pieces of gum,3
158,blew away backpacks,8
158,stopped cars,15
158,broke boxes,15
158,fell down block towers,15
158,ate the seeds butterflies,0
158,rolled wheelchairs,15
158,reflected the sunlight phone screens,15
158,popped eggs,0
158,ripped shoes,8
158,stuck sequins,15
158,exploded balls of tin foil,14
158,ran out of batteries bike lights,11
158,had the letter Z in them love notes,1
158,froze bottles of hand soap,15
159,exploded fireworks,15
159,had the letter Z in them novels,15
159,blew away hats,13
159,dissolved oreos,15
159,lit up computers,15
159,burnt matches,15
159,honked bus drivers,5
159,popped balloons,14
159,rhymed songs,2
159,reflected the sunlight diamonds,15
159,decomposed banana peels,15
159,melted crayons,14
159,landed flat pancakes,9
159,ate the seeds dogs,12
159,sank marbles,15
159,stuck to the wall baseballs,0
159,exploded balls of tin foil,12
159,broke logs,5
159,got stained white shirts,12
159,stopped bicycles,15
159,laughed comedians,2
159,ripped shoes,7
159,rolled shopping carts,3
159,flashed phones,9
159,beeped old cars,6
159,stuck stickers,15
159,froze bottles of hand soap,15
159,were green strawberries,0
159,fell down shelves,6
159,ran out of batteries bike lights,8
160,popped balloons,15
160,stuck stickers,15
160,exploded fireworks,15
160,burnt books,15
160,sank marbles,15
160,dissolved sugar cubes,15
160,rolled wheelchairs,15
160,stopped cars,15
160,exploded CDs,0
160,ripped shirts,9
160,honked bus drivers,15
160,stuck to the wall baseballs,0
160,broke logs,0
160,laughed comedians,9
160,blew away backpacks,0
160,froze bottles of hand soap,15
160,got stained white shirts,15
160,landed flat notebooks,14
160,fell down block towers,15
160,melted crayons,15
160,decomposed pinecones,0
160,had the letter Z in them love notes,0
160,rhymed poems,10
160,ran out of batteries bike lights,15
160,flashed phones,0
160,reflected the sunlight phone screens,15
160,lit up flashlights,10
160,ate the seeds dogs,3
160,beeped houses,3
160,were green strawberries,0
161,melted crayons,12
161,laughed comedians,8
161,rhymed poems,8
161,froze berries,15
161,reflected the sunlight diamonds,15
161,broke sunglasses,15
161,stuck sequins,15
161,ate the seeds butterflies,10
161,flashed phones,8
161,lit up computers,15
161,landed flat notebooks,15
161,exploded balls of tin foil,15
161,rolled toy cars,11
161,burnt matches,5
161,dissolved sugar cubes,13
161,got stained white carpets,15
161,blew away backpacks,3
161,sank marbles,15
161,stopped cars,14
161,popped bubbles,15
161,were green strawberries,2
161,had the letter Z in them birthday cards,2
161,exploded candles,0
161,beeped houses,5
161,fell down shelves,7
161,honked bicyclists,8
161,ran out of batteries phones,10
161,decomposed banana peels,12
161,ripped shoes,10
161,stuck to the wall pieces of gum,8
162,stuck to the wall baseballs,10
162,stuck sequins,6
162,ripped shoes,10
162,decomposed soda cans,11
162,sank cups,8
162,flashed cameras,12
162,rhymed poems,8
162,got stained white tablecloths,7
162,rolled toy cars,13
162,blew away backpacks,0
162,dissolved carrots,2
162,honked bicyclists,10
162,stopped cars,7
162,exploded balls of tin foil,0
162,broke sunglasses,15
162,lit up cd-players,15
162,laughed kids,10
162,had the letter Z in them love notes,7
162,popped eggs,7
162,ate the seeds butterflies,9
162,fell down block towers,14
162,ran out of batteries phones,13
162,reflected the sunlight diamonds,7
162,beeped houses,0
162,froze bottles of hand soap,3
162,melted crayons,10
162,exploded fireworks,14
162,burnt books,11
162,landed flat coins,9
162,were green clovers,15
163,rolled wheelchairs,15
163,broke boxes,15
163,flashed phones,11
163,popped balloons,15
163,reflected the sunlight mirrors,15
163,lit up flashlights,15
163,decomposed soda cans,0
163,exploded candles,0
163,stopped cars,15
163,laughed lawyers,0
163,froze chocolate bars,15
163,fell down block towers,15
163,exploded eggs,15
163,dissolved sugar cubes,15
163,blew away napkins,15
163,landed flat notebooks,15
163,stuck beads,15
163,were green clovers,15
163,had the letter Z in them novels,15
163,rhymed limericks,10
163,sank balloons,0
163,ran out of batteries laptops,15
163,beeped old cars,0
163,melted pencils,0
163,honked taxi drivers,15
163,burnt rocks,15
163,stuck to the wall pieces of gum,7
163,ate the seeds butterflies,8
163,ripped shirts,15
163,got stained white tablecloths,15
164,froze berries,15
164,rhymed limericks,15
164,melted crayons,15
164,laughed kids,7
164,stuck to the wall pieces of gum,10
164,popped bubbles,15
164,sank balloons,0
164,got stained white carpets,15
164,were green strawberries,0
164,broke boxes,15
164,exploded fireworks,15
164,rolled shopping carts,15
164,stuck beads,13
164,exploded eggs,10
164,had the letter Z in them love notes,2
164,decomposed soda cans,0
164,fell down shelves,6
164,stopped motorcycles,15
164,landed flat coins,15
164,lit up flashlights,14
164,reflected the sunlight phone screens,14
164,flashed webcams,0
164,honked bus drivers,15
164,burnt rocks,0
164,blew away backpacks,2
164,ripped shirts,8
164,ran out of batteries phones,11
164,dissolved sugar cubes,15
164,ate the seeds birds,15
164,beeped new cars,0
165,broke sunglasses,15
165,popped bubbles,15
165,rolled wheelchairs,15
165,rhymed limericks,15
165,lit up flashlights,15
165,stuck to the wall baseballs,0
165,landed flat pancakes,15
165,ate the seeds birds,15
165,stopped motorcycles,15
165,were green strawberries,0
165,melted pencils,0
165,laughed kids,10
165,flashed cameras,15
165,sank cups,0
165,got stained white carpets,15
165,stuck stickers,15
165,honked bus drivers,7
165,had the letter Z in them birthday cards,0
165,ripped books,15
165,reflected the sunlight mirrors,15
165,exploded candles,0
165,blew away backpacks,4
165,exploded CDs,15
165,decomposed soda cans,0
165,froze bottles of hand soap,15
165,beeped new cars,15
165,dissolved oreos,15
165,burnt rocks,0
165,fell down shelves,8
165,ran out of batteries phones,4
166,froze chocolate bars,15
166,blew away napkins,15
166,melted crayons,15
166,ripped books,15
166,laughed comedians,8
166,stuck beads,15
166,flashed cameras,15
166,rolled shopping carts,15
166,landed flat coins,15
166,exploded gas tanks,15
166,honked bus drivers,15
166,dissolved sugar cubes,15
166,rhymed poems,8
166,lit up flashlights,15
166,sank cups,0
166,decomposed pinecones,15
166,ran out of batteries bike lights,15
166,popped balloons,15
166,broke sunglasses,15
166,fell down card towers,15
166,stopped motorcycles,15
166,beeped new cars,15
166,had the letter Z in them love notes,13
166,were green strawberries,3
166,burnt matches,15
166,stuck to the wall baseballs,11
166,ate the seeds birds,15
166,reflected the sunlight mirrors,11
166,got stained white tablecloths,15
166,exploded balls of tin foil,15
167,froze berries,15
167,dissolved oreos,15
167,were green clovers,15
167,landed flat coins,4
167,exploded gas tanks,15
167,flashed webcams,0
167,rhymed limericks,4
167,had the letter Z in them novels,15
167,exploded balls of tin foil,15
167,ate the seeds butterflies,11
167,blew away backpacks,2
167,laughed lawyers,1
167,honked bus drivers,7
167,reflected the sunlight mirrors,15
167,ran out of batteries phones,15
167,stuck sequins,3
167,got stained white shirts,15
167,burnt rocks,15
167,stuck to the wall baseballs,0
167,rolled toy cars,15
167,popped eggs,11
167,lit up cd-players,8
167,melted crayons,4
167,ripped shoes,2
167,sank cups,4
167,beeped new cars,5
167,decomposed soda cans,4
167,broke logs,6
167,stopped bicycles,13
167,fell down card towers,0
168,got stained white carpets,9
168,stuck sequins,12
168,dissolved oreos,12
168,burnt rocks,0
168,ate the seeds birds,15
168,froze bottles of hand soap,15
168,stuck to the wall baseballs,0
168,rolled wheelchairs,13
168,reflected the sunlight diamonds,12
168,exploded candles,0
168,laughed lawyers,8
168,fell down card towers,9
168,sank balloons,0
168,rhymed limericks,6
168,honked taxi drivers,11
168,exploded CDs,0
168,popped bubbles,15
168,landed flat pancakes,8
168,decomposed pinecones,0
168,ran out of batteries bike lights,12
168,ripped shoes,12
168,lit up cd-players,15
168,stopped cars,15
168,melted crayons,12
168,beeped houses,0
168,blew away napkins,15
168,broke boxes,10
168,had the letter Z in them birthday cards,1
168,were green strawberries,0
168,flashed webcams,6
169,melted pencils,0
169,exploded candles,0
169,stuck to the wall cakes,0
169,landed flat notebooks,15
169,honked taxi drivers,12
169,got stained white shirts,15
169,fell down card towers,15
169,flashed phones,8
169,ripped shirts,15
169,lit up flashlights,9
169,stopped motorcycles,14
169,rolled shopping carts,14
169,rhymed limericks,15
169,were green strawberries,9
169,burnt matches,15
169,popped balloons,15
169,sank cups,15
169,broke logs,0
169,dissolved carrots,0
169,laughed comedians,8
169,ran out of batteries laptops,15
169,ate the seeds birds,12
169,exploded balls of tin foil,0
169,froze bottles of hand soap,4
169,blew away backpacks,4
169,had the letter Z in them love notes,0
169,reflected the sunlight phone screens,6
169,decomposed pinecones,8
169,stuck beads,15
169,beeped new cars,5
170,melted crayons,15
170,stuck to the wall pieces of gum,4
170,stopped cars,15
170,broke sunglasses,15
170,exploded candles,0
170,burnt books,12
170,dissolved sugar cubes,15
170,rolled toy cars,15
170,got stained white carpets,15
170,honked bus drivers,14
170,popped bubbles,15
170,froze bottles of hand soap,15
170,landed flat notebooks,14
170,fell down shelves,4
170,ate the seeds dogs,12
170,sank balloons,0
170,decomposed pinecones,0
170,rhymed limericks,15
170,stuck beads,14
170,reflected the sunlight phone screens,15
170,blew away hats,5
170,flashed cameras,15
170,had the letter Z in them love notes,11
170,laughed lawyers,12
170,lit up computers,13
170,ran out of batteries laptops,15
170,ripped shoes,12
170,exploded CDs,0
170,beeped old cars,0
170,were green bananas,10
171,sank marbles,15
171,popped balloons,15
171,melted ice cubes,15
171,blew away napkins,14
171,exploded CDs,6
171,froze berries,13
171,decomposed soda cans,3
171,stopped motorcycles,14
171,burnt rocks,2
171,ran out of batteries phones,7
171,lit up cd-players,10
171,broke boxes,13
171,exploded candles,1
171,dissolved sugar cubes,15
171,had the letter Z in them novels,15
171,were green strawberries,13
171,landed flat notebooks,5
171,laughed lawyers,6
171,ripped books,9
171,rhymed poems,10
171,flashed phones,11
171,stuck sequins,4
171,beeped new cars,12
171,reflected the sunlight phone screens,12
171,rolled shopping carts,11
171,ate the seeds birds,15
171,got stained white tablecloths,15
171,fell down shelves,7
171,stuck to the wall cakes,5
171,honked bicyclists,2
172,reflected the sunlight diamonds,15
172,exploded CDs,15
172,were green bananas,5
172,burnt matches,15
172,stuck to the wall cakes,14
172,rolled wheelchairs,15
172,honked taxi drivers,8
172,ran out of batteries phones,15
172,laughed kids,2
172,landed flat pancakes,15
172,had the letter Z in them novels,15
172,popped bubbles,15
172,rhymed songs,9
172,fell down card towers,15
172,exploded fireworks,15
172,blew away hats,15
172,froze chocolate bars,15
172,dissolved oreos,15
172,lit up computers,15
172,ripped books,15
172,got stained white tablecloths,15
172,flashed cameras,5
172,sank cups,0
172,stuck sequins,15
172,melted crayons,15
172,broke logs,15
172,decomposed soda cans,0
172,ate the seeds dogs,15
172,beeped old cars,2
172,stopped bicycles,15
173,rolled shopping carts,15
173,dissolved carrots,0
173,froze berries,15
173,lit up cd-players,15
173,melted pencils,0
173,rhymed poems,12
173,stopped cars,15
173,exploded candles,0
173,laughed lawyers,10
173,broke boxes,15
173,burnt rocks,0
173,stuck beads,15
173,exploded eggs,0
173,ripped shoes,10
173,stuck to the wall baseballs,15
173,had the letter Z in them novels,10
173,decomposed banana peels,15
173,sank balloons,0
173,ran out of batteries phones,15
173,popped balloons,15
173,blew away backpacks,8
173,flashed phones,7
173,beeped new cars,12
173,ate the seeds butterflies,0
173,were green clovers,15
173,fell down card towers,15
173,landed flat pancakes,8
173,got stained white tablecloths,15
173,reflected the sunlight phone screens,12
173,honked bicyclists,3
174,exploded eggs,5
174,melted crayons,10
174,had the letter Z in them novels,15
174,lit up computers,8
174,rhymed limericks,7
174,laughed lawyers,8
174,stuck to the wall baseballs,0
174,broke sunglasses,8
174,dissolved sugar cubes,10
174,froze chocolate bars,15
174,stuck sequins,11
174,ate the seeds birds,6
174,were green strawberries,6
174,reflected the sunlight diamonds,15
174,flashed cameras,8
174,ripped shirts,4
174,decomposed pinecones,8
174,blew away backpacks,3
174,got stained white shirts,7
174,rolled toy cars,13
174,sank balloons,2
174,burnt books,9
174,honked bicyclists,8
174,ran out of batteries laptops,7
174,stopped motorcycles,12
174,landed flat notebooks,15
174,exploded candles,0
174,beeped old cars,8
174,popped balloons,12
174,fell down block towers,9
175,beeped new cars,12
175,reflected the sunlight phone screens,10
175,burnt rocks,11
175,blew away napkins,10
175,stopped cars,5
175,rhymed poems,6
175,were green clovers,5
175,laughed comedians,4
175,froze bottles of hand soap,9
175,exploded eggs,5
175,rolled shopping carts,9
175,got stained white carpets,9
175,melted ice cubes,7
175,landed flat coins,8
175,popped eggs,11
175,ripped shirts,10
175,decomposed soda cans,7
175,flashed phones,11
175,exploded fireworks,10
175,ran out of batteries bike lights,6
175,had the letter Z in them birthday cards,9
175,lit up computers,8
175,ate the seeds butterflies,6
175,stuck to the wall pieces of gum,6
175,stuck beads,9
175,fell down card towers,8
175,sank balloons,6
175,honked bicyclists,11
175,dissolved carrots,11
175,broke sunglasses,11
176,melted ice cubes,15
176,popped bubbles,15
176,were green clovers,15
176,stopped bicycles,15
176,rolled shopping carts,14
176,burnt matches,15
176,landed flat pancakes,15
176,broke logs,4
176,exploded CDs,15
176,had the letter Z in them novels,15
176,fell down block towers,13
176,lit up cd-players,15
176,stuck to the wall pieces of gum,14
176,decomposed banana peels,9
176,ate the seeds birds,14
176,laughed comedians,10
176,rhymed poems,13
176,ran out of batteries phones,14
176,flashed phones,14
176,got stained white tablecloths,15
176,stuck beads,14
176,sank cups,2
176,ripped books,13
176,reflected the sunlight diamonds,15
176,beeped old cars,1
176,froze chocolate bars,15
176,blew away hats,10
176,dissolved oreos,15
176,honked bicyclists,8
176,exploded gas tanks,14
177,were green clovers,15
177,burnt books,15
177,had the letter Z in them novels,15
177,froze chocolate bars,15
177,stopped motorcycles,15
177,ate the seeds dogs,0
177,rhymed limericks,9
177,fell down card towers,0
177,melted pencils,0
177,laughed lawyers,0
177,blew away hats,7
177,lit up flashlights,15
177,honked taxi drivers,11
177,rolled toy cars,12
177,popped eggs,0
177,exploded balls of tin foil,15
177,flashed cameras,15
177,dissolved carrots,0
177,exploded gas tanks,15
177,decomposed soda cans,0
177,stuck stickers,0
177,sank cups,0
177,beeped new cars,8
177,landed flat pancakes,12
177,ripped shoes,0
177,reflected the sunlight phone screens,15
177,got stained white shirts,15
177,stuck to the wall baseballs,0
177,broke boxes,0
